,index,time,,Temp (F),dewpoint,humidity,wind,windspeed,windgust,pressurre,precip,condit
,16315.5,12/7/19 8:05,,,,,,,,,,
,16316,12/7/19 8:20,,46,45,0.93,WSW,13,0,29.75,0,Fair
,16316.5,12/7/19 8:35,,,,,,,,,,
,16317,12/7/19 8:50,,46,45,0.93,WSW,12,0,29.75,0,Fair
,16317.5,12/7/19 9:05,,,,,,,,,,
,16318,12/7/19 9:20,,46,43,0.87,SW,12,0,29.81,0,Mostly Cloudy
,16318.5,12/7/19 9:35,,,,,,,,,,
,16319,12/7/19 9:50,,48,43,0.82,WSW,14,0,29.81,0,Mostly Cloudy
,16319.5,12/7/19 10:05,,,,,,,,,,
,16320,12/7/19 10:20,,48,43,0.82,WSW,14,0,29.81,0,Mostly Cloudy
,16320.5,12/7/19 10:35,,,,,,,,,,
,16321,12/7/19 10:50,,48,43,0.82,WSW,12,0,29.83,0,Mostly Cloudy
,16321.5,12/7/19 11:05,,,,,,,,,,
,16322,12/7/19 11:20,,48,43,0.82,WSW,9,0,29.83,0,Mostly Cloudy
,16322.5,12/7/19 11:35,,,,,,,,,,
,16323,12/7/19 11:50,,48,43,0.82,WSW,14,0,29.83,0,Mostly Cloudy
,16323.5,12/7/19 12:05,,,,,,,,,,
,16324,12/7/19 12:20,,48,43,0.82,WSW,13,0,29.81,0,Mostly Cloudy
,16324.5,12/7/19 12:35,,,,,,,,,,
,16325,12/7/19 12:50,,48,43,0.82,SW,13,0,29.83,0,Mostly Cloudy
,16325.5,12/7/19 13:05,,,,,,,,,,
,16326,12/7/19 13:20,,48,45,0.87,WSW,10,0,29.83,0,Mostly Cloudy
,16326.5,12/7/19 13:35,,,,,,,,,,
,16327,12/7/19 13:50,,50,45,0.82,WSW,12,0,29.83,0,Mostly Cloudy
,16327.5,12/7/19 14:05,,,,,,,,,,
,16328,12/7/19 14:20,,48,43,0.82,WSW,10,0,29.83,0,Mostly Cloudy
,16328.5,12/7/19 14:35,,,,,,,,,,
,16329,12/7/19 14:50,,48,43,0.82,WSW,14,0,29.83,0,Mostly Cloudy
,16329.5,12/7/19 15:05,,,,,,,,,,
,16330,12/7/19 15:20,,48,43,0.82,WSW,10,0,29.83,0,Mostly Cloudy
,16330.5,12/7/19 15:35,,,,,,,,,,
,16331,12/7/19 15:50,,48,43,0.82,WSW,12,0,29.83,0,Mostly Cloudy
,16331.5,12/7/19 16:05,,,,,,,,,,
,16332,12/7/19 16:20,,48,43,0.82,SW,12,0,29.83,0,Mostly Cloudy
,16332.5,12/7/19 16:35,,,,,,,,,,
,16333,12/7/19 16:50,,48,43,0.82,SW,8,0,29.83,0,Mostly Cloudy
,16333.5,12/7/19 17:05,,,,,,,,,,
,16334,12/7/19 17:20,,46,43,0.87,SW,9,0,29.83,0,Mostly Cloudy
,16334.5,12/7/19 17:35,,,,,,,,,,
,16335,12/7/19 17:50,,46,41,0.81,SW,8,0,29.83,0,Mostly Cloudy
,16335.5,12/7/19 18:05,,,,,,,,,,
,16336,12/7/19 18:20,,46,41,0.81,SW,8,0,29.83,0,Mostly Cloudy
,16336.5,12/7/19 18:35,,,,,,,,,,
,16337,12/7/19 18:50,,46,41,0.81,SW,9,0,29.83,0,Mostly Cloudy
,16337.5,12/7/19 19:05,,,,,,,,,,
,16338,12/7/19 19:20,,46,43,0.87,SW,9,0,29.83,0,Mostly Cloudy
,16338.5,12/7/19 19:35,,,,,,,,,,
,16339,12/7/19 19:50,,48,43,0.82,SW,10,0,29.83,0,Mostly Cloudy
,16339.5,12/7/19 20:05,,,,,,,,,,
,16340,12/7/19 20:20,,48,43,0.82,SW,13,0,29.83,0,Mostly Cloudy
,16340.5,12/7/19 20:35,,,,,,,,,,
,16341,12/7/19 20:50,,48,43,0.82,SW,14,0,29.83,0,Mostly Cloudy
,16341.5,12/7/19 21:05,,,,,,,,,,
,16342,12/7/19 21:20,,48,43,0.82,SSW,14,0,29.81,0,Mostly Cloudy
,16342.5,12/7/19 21:35,,,,,,,,,,
,16343,12/7/19 21:50,,48,41,0.76,SW,14,0,29.81,0,Mostly Cloudy
,16343.5,12/7/19 22:05,,,,,,,,,,
,16344,12/7/19 22:20,,48,43,0.82,SSW,12,0,29.81,0,Mostly Cloudy
,16344.5,12/7/19 22:35,,,,,,,,,,
,16345,12/7/19 22:50,,48,43,0.82,SW,14,0,29.78,0,Mostly Cloudy
,16345.5,12/7/19 23:05,,,,,,,,,,
,16346,12/7/19 23:20,,48,43,0.82,SSW,12,0,29.78,0,Mostly Cloudy
,16346.5,12/7/19 23:35,,,,,,,,,,
,16347,12/7/19 23:50,,48,43,0.82,SSW,15,0,29.75,0,Mostly Cloudy
,16347.5,12/8/19 0:05,,,,,,,,,,
,16348,12/8/19 0:20,,48,41,0.76,SW,15,0,29.75,0,Mostly Cloudy
,16348.5,12/8/19 0:35,,,,,,,,,,
,16349,12/8/19 0:50,,48,41,0.76,SSW,16,0,29.72,0,Mostly Cloudy
,16349.5,12/8/19 1:05,,,,,,,,,,
,16350,12/8/19 1:20,,48,43,0.82,SSW,17,0,29.72,0,Mostly Cloudy
,16350.5,12/8/19 1:35,,,,,,,,,,
,16351,12/8/19 1:50,,48,43,0.82,SW,17,0,29.69,0,Mostly Cloudy
,16351.5,12/8/19 2:05,,,,,,,,,,
,16352,12/8/19 2:20,,48,43,0.82,SW,21,0,29.66,0,Mostly Cloudy / Windy
,16352.5,12/8/19 2:35,,,,,,,,,,
,16353,12/8/19 2:50,,48,43,0.82,SW,20,0,29.66,0,Mostly Cloudy
,16353.5,12/8/19 3:05,,,,,,,,,,
,16354,12/8/19 3:20,,48,43,0.82,SSW,21,0,29.63,0,Mostly Cloudy / Windy
,16354.5,12/8/19 3:35,,,,,,,,,,
,16355,12/8/19 3:50,,48,45,0.87,SW,18,0,29.63,0,Mostly Cloudy
,16355.5,12/8/19 4:05,,,,,,,,,,
,16356,12/8/19 4:20,,48,45,0.87,SW,21,0,29.6,0,Mostly Cloudy / Windy
,16356.5,12/8/19 4:35,,,,,,,,,,
,16357,12/8/19 4:50,,50,43,0.76,SW,24,38,29.57,0,Mostly Cloudy / Windy
,16357.5,12/8/19 5:05,,,,,,,,,,
,16358,12/8/19 5:20,,50,43,0.76,SSW,24,38,29.57,0,Mostly Cloudy / Windy
,16358.5,12/8/19 5:35,,,,,,,,,,
,16359,12/8/19 5:50,,50,43,0.76,SW,26,38,29.54,0,Mostly Cloudy / Windy
,16359.5,12/8/19 6:05,,,,,,,,,,
,16360,12/8/19 6:20,,50,45,0.82,SW,24,0,29.54,0,Mostly Cloudy / Windy
,16360.5,12/8/19 6:35,,,,,,,,,,
,16361,12/8/19 6:50,,50,45,0.82,SW,24,0,29.54,0,Light Rain / Windy
,16361.5,12/8/19 7:05,,,,,,,,,,
,16362,12/8/19 7:20,,48,45,0.87,SSW,20,0,29.51,0,Rain
,16362.5,12/8/19 7:35,,,,,,,,,,
,16363,12/8/19 7:50,,48,45,0.87,SSW,21,0,29.48,0,Rain / Windy
,16363.5,12/8/19 8:05,,,,,,,,,,
,16364,12/8/19 8:20,,48,45,0.87,SW,22,35,29.48,0,Light Rain / Windy
,16364.5,12/8/19 8:35,,,,,,,,,,
,16365,12/8/19 8:50,,48,46,0.93,SSW,25,0,29.48,0,Light Rain / Windy
,16365.5,12/8/19 9:05,,,,,,,,,,
,16366,12/8/19 9:20,,48,46,0.93,SSW,22,0,29.48,0,Light Rain / Windy
,16366.5,12/8/19 9:35,,,,,,,,,,
,16367,12/8/19 9:50,,50,46,0.87,SW,23,0,29.48,0,Light Drizzle / Windy
,16367.5,12/8/19 10:05,,,,,,,,,,
,16368,12/8/19 10:20,,50,48,0.94,SW,23,35,29.48,0,Light Drizzle / Windy
,16368.5,12/8/19 10:35,,,,,,,,,,
,16369,12/8/19 10:50,,50,48,0.94,SW,22,0,29.48,0,Light Drizzle / Windy
,16369.5,12/8/19 11:05,,,,,,,,,,
,16370,12/8/19 11:20,,50,48,0.94,SW,21,32,29.48,0,Light Drizzle / Windy
,16370.5,12/8/19 11:35,,,,,,,,,,
,16371,12/8/19 11:50,,52,50,0.94,WSW,21,33,29.48,0,Partly Cloudy / Windy
,16371.5,12/8/19 12:05,,,,,,,,,,
,16372,12/8/19 12:20,,50,50,1,W,20,0,29.48,0,Light Rain Shower
,16372.5,12/8/19 12:35,,,,,,,,,,
,16373,12/8/19 12:50,,52,50,0.94,W,21,0,29.48,0,Fair / Windy
,16373.5,12/8/19 13:05,,,,,,,,,,
,16374,12/8/19 13:20,,52,50,0.94,W,16,0,29.48,0,Partly Cloudy
,16374.5,12/8/19 13:35,,,,,,,,,,
,16375,12/8/19 13:50,,52,50,0.94,WSW,18,0,29.48,0,Partly Cloudy
,16375.5,12/8/19 14:05,,,,,,,,,,
,16376,12/8/19 14:20,,52,50,0.94,WSW,21,0,29.45,0,Partly Cloudy / Windy
,16376.5,12/8/19 14:35,,,,,,,,,,
,16377,12/8/19 14:50,,52,48,0.88,WSW,17,29,29.45,0,Fair
,16377.5,12/8/19 15:05,,,,,,,,,,
,16378,12/8/19 15:20,,50,48,0.94,WSW,20,0,29.45,0,Fair
,16378.5,12/8/19 15:35,,,,,,,,,,
,16379,12/8/19 15:50,,50,46,0.87,WSW,18,0,29.45,0,Fair
,16379.5,12/8/19 16:05,,,,,,,,,,
,16380,12/8/19 16:20,,48,46,0.93,WSW,17,0,29.45,0,Fair
,16380.5,12/8/19 16:35,,,,,,,,,,
,16381,12/8/19 16:50,,48,46,0.93,SW,16,0,29.42,0,Fair
,16381.5,12/8/19 17:05,,,,,,,,,,
,16382,12/8/19 17:20,,48,46,0.93,SW,17,0,29.42,0,Fair
,16382.5,12/8/19 17:35,,,,,,,,,,
,16383,12/8/19 17:50,,48,45,0.87,SW,22,0,29.42,0,Fair / Windy
,16383.5,12/8/19 18:05,,,,,,,,,,
,16384,12/8/19 18:20,,48,45,0.87,SW,20,0,29.42,0,Fair
,16384.5,12/8/19 18:35,,,,,,,,,,
,16385,12/8/19 18:50,,48,45,0.87,WSW,23,35,29.42,0,Light Rain Shower / Windy
,16385.5,12/8/19 19:05,,,,,,,,,,
,16386,12/8/19 19:20,,45,45,1,W,14,0,29.42,0,Rain Shower
,16386.5,12/8/19 19:35,,,,,,,,,,
,16387,12/8/19 19:50,,46,43,0.87,W,16,0,29.42,0,Light Rain Shower
,16387.5,12/8/19 20:05,,,,,,,,,,
,16388,12/8/19 20:20,,43,39,0.87,WSW,26,39,29.42,0,Rain Shower / Windy
,16388.5,12/8/19 20:35,,,,,,,,,,
,16389,12/8/19 20:50,,43,39,0.87,WSW,15,0,29.39,0,Partly Cloudy
,16389.5,12/8/19 21:05,,,,,,,,,,
,16390,12/8/19 21:20,,45,41,0.87,SW,17,0,29.39,0,Fair
,16390.5,12/8/19 21:35,,,,,,,,,,
,16391,12/8/19 21:50,,45,39,0.81,SW,18,30,29.39,0,Fair
,16391.5,12/8/19 22:05,,,,,,,,,,
,16392,12/8/19 22:20,,45,39,0.81,SW,21,0,29.39,0,Fair / Windy
,16392.5,12/8/19 22:35,,,,,,,,,,
,16393,12/8/19 22:50,,45,39,0.81,SW,20,0,29.36,0,Fair
,16393.5,12/8/19 23:05,,,,,,,,,,
,16394,12/8/19 23:20,,45,39,0.81,SW,20,0,29.36,0,Fair
,16394.5,12/8/19 23:35,,,,,,,,,,
,16395,12/8/19 23:50,,45,39,0.81,SW,22,0,29.36,0,Fair / Windy
,16395.5,12/9/19 0:05,,,,,,,,,,
,16396,12/9/19 0:20,,45,41,0.87,SW,22,0,29.36,0,Light Rain Shower / Windy
,16396.5,12/9/19 0:35,,,,,,,,,,
,16397,12/9/19 0:50,,45,41,0.87,SW,21,0,29.33,0,Mostly Cloudy / Windy
,16397.5,12/9/19 1:05,,,,,,,,,,
,16398,12/9/19 1:20,,45,39,0.81,SW,22,0,29.33,0,Mostly Cloudy / Windy
,16398.5,12/9/19 1:35,,,,,,,,,,
,16399,12/9/19 1:50,,45,39,0.81,SW,24,37,29.33,0,Partly Cloudy / Windy
,16399.5,12/9/19 2:05,,,,,,,,,,
,16400,12/9/19 2:20,,45,39,0.81,SW,22,0,29.31,0,Mostly Cloudy / Windy
,16400.5,12/9/19 2:35,,,,,,,,,,
,16401,12/9/19 2:50,,45,39,0.81,SW,22,33,29.28,0,Mostly Cloudy / Windy
,16401.5,12/9/19 3:05,,,,,,,,,,
,16402,12/9/19 3:20,,45,39,0.81,SW,21,32,29.28,0,Light Rain Shower / Windy
,16402.5,12/9/19 3:35,,,,,,,,,,
,16403,12/9/19 3:50,,45,39,0.81,SSW,22,33,29.25,0,Light Rain Shower / Windy
,16403.5,12/9/19 4:05,,,,,,,,,,
,16404,12/9/19 4:20,,45,39,0.81,SSW,22,33,29.25,0,Light Rain Shower / Windy
,16404.5,12/9/19 4:35,,,,,,,,,,
,16405,12/9/19 4:50,,45,39,0.81,SSW,28,39,29.22,0,Rain Shower / Windy
,16405.5,12/9/19 5:05,,,,,,,,,,
,16406,12/9/19 5:20,,45,39,0.81,SSW,24,37,29.19,0,Light Rain Shower / Windy
,16406.5,12/9/19 5:35,,,,,,,,,,
,16407,12/9/19 5:50,,45,41,0.87,SW,25,37,29.19,0,Light Rain Shower / Windy
,16407.5,12/9/19 6:05,,,,,,,,,,
,16408,12/9/19 6:20,,45,41,0.87,SW,23,0,29.22,0,Light Rain Shower / Windy
,16408.5,12/9/19 6:35,,,,,,,,,,
,16409,12/9/19 6:50,,45,41,0.87,WSW,22,0,29.22,0,Light Rain Shower / Windy
,16409.5,12/9/19 7:05,,,,,,,,,,
,16410,12/9/19 7:20,,46,41,0.81,WSW,22,0,29.25,0,Light Rain Shower / Windy
,16410.5,12/9/19 7:35,,,,,,,,,,
,16411,12/9/19 7:50,,45,39,0.81,SW,22,33,29.25,0,Mostly Cloudy / Windy
,16411.5,12/9/19 8:05,,,,,,,,,,
,16412,12/9/19 8:20,,45,39,0.81,WSW,16,0,29.28,0,Light Rain Shower
,16412.5,12/9/19 8:35,,,,,,,,,,
,16413,12/9/19 8:50,,45,39,0.81,SW,16,0,29.28,0,Light Rain Shower
,16413.5,12/9/19 9:05,,,,,,,,,,
,16414,12/9/19 9:20,,45,39,0.81,SW,16,0,29.31,0,Mostly Cloudy
,16414.5,12/9/19 9:35,,,,,,,,,,
,16415,12/9/19 9:50,,45,39,0.81,WSW,14,0,29.33,0,Light Rain Shower
,16415.5,12/9/19 10:05,,,,,,,,,,
,16416,12/9/19 10:20,,45,39,0.81,WSW,13,0,29.36,0,Light Rain Shower
,16416.5,12/9/19 10:35,,,,,,,,,,
,16417,12/9/19 10:50,,45,41,0.87,WSW,12,0,29.36,0,Showers in the Vicinity
,16417.5,12/9/19 11:05,,,,,,,,,,
,16418,12/9/19 11:20,,46,41,0.81,W,15,0,29.39,0,Mostly Cloudy
,16418.5,12/9/19 11:35,,,,,,,,,,
,16419,12/9/19 11:50,,46,41,0.81,W,15,0,29.42,0,Light Rain Shower
,16419.5,12/9/19 12:05,,,,,,,,,,
,16420,12/9/19 12:20,,45,41,0.87,WNW,14,0,29.42,0,Light Rain Shower
,16420.5,12/9/19 12:35,,,,,,,,,,
,16421,12/9/19 12:50,,45,41,0.87,WNW,22,35,29.45,0,Light Rain Shower / Windy
,16421.5,12/9/19 13:05,,,,,,,,,,
,16422,12/9/19 13:20,,45,41,0.87,WNW,20,0,29.45,0,Light Rain Shower
,16422.5,12/9/19 13:35,,,,,,,,,,
,16423,12/9/19 13:50,,45,41,0.87,W,23,35,29.48,0,Light Rain Shower / Windy
,16423.5,12/9/19 14:05,,,,,,,,,,
,16424,12/9/19 14:20,,45,41,0.87,WNW,28,39,29.48,0,Light Rain / Windy
,16424.5,12/9/19 14:35,,,,,,,,,,
,16425,12/9/19 14:50,,45,41,0.87,WNW,28,45,29.51,0,Rain / Windy
,16425.5,12/9/19 15:05,,,,,,,,,,
,16426,12/9/19 15:20,,45,41,0.87,NW,28,41,29.54,0,Mostly Cloudy / Windy
,16426.5,12/9/19 15:35,,,,,,,,,,
,16427,12/9/19 15:50,,45,41,0.87,NNW,24,41,29.6,0,Light Rain Shower / Windy
,16427.5,12/9/19 16:05,,,,,,,,,,
,16428,12/9/19 16:20,,45,41,0.87,NNW,20,32,29.66,0,Rain Shower
,16428.5,12/9/19 16:35,,,,,,,,,,
,16429,12/9/19 16:50,,43,39,0.87,NNW,14,0,29.69,0,Mostly Cloudy
,16429.5,12/9/19 17:05,,,,,,,,,,
,16430,12/9/19 17:20,,43,37,0.81,N,20,31,29.72,0,Light Rain Shower
,16430.5,12/9/19 17:35,,,,,,,,,,
,16431,12/9/19 17:50,,45,37,0.76,NNW,17,0,29.78,0,Mostly Cloudy
,16431.5,12/9/19 18:05,,,,,,,,,,
,16432,12/9/19 18:20,,43,36,0.76,NNW,14,0,29.81,0,Mostly Cloudy
,16432.5,12/9/19 18:35,,,,,,,,,,
,16433,12/9/19 18:50,,43,37,0.81,NNW,14,0,29.83,0,Partly Cloudy
,16433.5,12/9/19 19:05,,,,,,,,,,
,16434,12/9/19 19:20,,41,37,0.87,NW,9,0,29.86,0,Partly Cloudy
,16434.5,12/9/19 19:35,,,,,,,,,,
,16435,12/9/19 19:50,,43,37,0.81,NNW,8,0,29.89,0,Light Rain Shower
,16435.5,12/9/19 20:05,,,,,,,,,,
,16436,12/9/19 20:20,,41,37,0.87,NW,7,0,29.92,0,Partly Cloudy
,16436.5,12/9/19 20:35,,,,,,,,,,
,16437,12/9/19 20:50,,41,36,0.81,WNW,9,0,29.95,0,Fair
,16437.5,12/9/19 21:05,,,,,,,,,,
,16438,12/9/19 21:20,,41,36,0.81,WNW,10,0,29.95,0,Fair
,16438.5,12/9/19 21:35,,,,,,,,,,
,16439,12/9/19 21:50,,41,36,0.81,WNW,8,0,29.98,0,Mostly Cloudy
,16439.5,12/9/19 22:05,,,,,,,,,,
,16440,12/9/19 22:20,,41,37,0.87,WNW,10,0,30.01,0,Mostly Cloudy
,16440.5,12/9/19 22:35,,,,,,,,,,
,16441,12/9/19 22:50,,41,36,0.81,WNW,7,0,30.01,0,Mostly Cloudy
,16441.5,12/9/19 23:05,,,,,,,,,,
,16442,12/9/19 23:20,,39,36,0.87,W,9,0,30.04,0,Fair
,16442.5,12/9/19 23:35,,,,,,,,,,
,16443,12/9/19 23:50,,41,36,0.81,W,9,0,30.04,0,Mostly Cloudy
,16443.5,12/10/19 0:05,,,,,,,,,,
,16444,12/10/19 0:20,,39,36,0.87,W,8,0,30.07,0,Fair
,16444.5,12/10/19 0:35,,,,,,,,,,
,16445,12/10/19 0:50,,39,36,0.87,W,8,0,30.07,0,Fair
,16445.5,12/10/19 1:05,,,,,,,,,,
,16446,12/10/19 1:20,,39,36,0.87,W,8,0,30.07,0,Fair
,16446.5,12/10/19 1:35,,,,,,,,,,
,16447,12/10/19 1:50,,39,36,0.87,W,9,0,30.1,0,Fair
,16447.5,12/10/19 2:05,,,,,,,,,,
,16448,12/10/19 2:20,,41,36,0.81,W,9,0,30.1,0,Mostly Cloudy
,16448.5,12/10/19 2:35,,,,,,,,,,
,16449,12/10/19 2:50,,39,36,0.87,W,7,0,30.1,0,Mostly Cloudy
,16449.5,12/10/19 3:05,,,,,,,,,,
,16450,12/10/19 3:20,,37,36,0.93,W,7,0,30.13,0,Fair
,16450.5,12/10/19 3:35,,,,,,,,,,
,16451,12/10/19 3:50,,39,36,0.87,WSW,7,0,30.13,0,Partly Cloudy
,16451.5,12/10/19 4:05,,,,,,,,,,
,16452,12/10/19 4:20,,37,36,0.93,SSW,6,0,30.13,0,Fair
,16452.5,12/10/19 4:35,,,,,,,,,,
,16453,12/10/19 4:50,,37,34,0.87,SSW,7,0,30.13,0,Fair
,16453.5,12/10/19 5:05,,,,,,,,,,
,16454,12/10/19 5:20,,36,34,0.93,SW,7,0,30.13,0,Fair
,16454.5,12/10/19 5:35,,,,,,,,,,
,16455,12/10/19 5:50,,36,34,0.93,SSW,7,0,30.13,0,Fair
,16455.5,12/10/19 6:05,,,,,,,,,,
,16456,12/10/19 6:20,,36,34,0.93,SSW,8,0,30.13,0,Fair
,16456.5,12/10/19 6:35,,,,,,,,,,
,16457,12/10/19 6:50,,36,32,0.87,SSW,8,0,30.13,0,Fair
,16457.5,12/10/19 7:05,,,,,,,,,,
,16458,12/10/19 7:20,,36,32,0.87,SW,9,0,30.16,0,Fair
,16458.5,12/10/19 7:35,,,,,,,,,,
,16459,12/10/19 7:50,,36,32,0.87,SSW,10,0,30.13,0,Fair
,16459.5,12/10/19 8:05,,,,,,,,,,
,16460,12/10/19 8:20,,34,32,0.93,SSW,8,0,30.13,0,Fair
,16460.5,12/10/19 8:35,,,,,,,,,,
,16461,12/10/19 8:50,,34,32,0.93,S,8,0,30.13,0,Fair
,16461.5,12/10/19 9:05,,,,,,,,,,
,16462,12/10/19 9:20,,36,32,0.87,S,8,0,30.16,0,Fair
,16462.5,12/10/19 9:35,,,,,,,,,,
,16463,12/10/19 9:50,,36,32,0.87,S,9,0,30.13,0,Fair
,16463.5,12/10/19 10:05,,,,,,,,,,
,16464,12/10/19 10:20,,37,32,0.81,S,9,0,30.13,0,Fair
,16464.5,12/10/19 10:35,,,,,,,,,,
,16465,12/10/19 10:50,,39,34,0.81,SSW,12,0,30.13,0,Fair
,16465.5,12/10/19 11:05,,,,,,,,,,
,16466,12/10/19 11:20,,41,34,0.76,SSW,9,0,30.13,0,Fair
,16466.5,12/10/19 11:35,,,,,,,,,,
,16467,12/10/19 11:50,,41,34,0.76,S,12,0,30.1,0,Fair
,16467.5,12/10/19 12:05,,,,,,,,,,
,16468,12/10/19 12:20,,41,34,0.76,S,16,0,30.1,0,Fair
,16468.5,12/10/19 12:35,,,,,,,,,,
,16469,12/10/19 12:50,,43,32,0.66,S,15,0,30.1,0,Fair
,16469.5,12/10/19 13:05,,,,,,,,,,
,16470,12/10/19 13:20,,43,34,0.7,S,17,0,30.04,0,Fair
,16470.5,12/10/19 13:35,,,,,,,,,,
,16471,12/10/19 13:50,,43,34,0.7,S,18,30,30.04,0,Fair
,16471.5,12/10/19 14:05,,,,,,,,,,
,16472,12/10/19 14:20,,43,34,0.7,SSW,18,0,30.01,0,Fair
,16472.5,12/10/19 14:35,,,,,,,,,,
,16473,12/10/19 14:50,,41,34,0.76,S,16,0,30.01,0,Fair
,16473.5,12/10/19 15:05,,,,,,,,,,
,16474,12/10/19 15:20,,41,34,0.76,S,15,0,29.98,0,Fair
,16474.5,12/10/19 15:35,,,,,,,,,,
,16475,12/10/19 15:50,,43,34,0.7,S,15,0,29.95,0,Fair
,16475.5,12/10/19 16:05,,,,,,,,,,
,16476,12/10/19 16:20,,43,34,0.7,S,18,0,29.95,0,Fair
,16476.5,12/10/19 16:35,,,,,,,,,,
,16477,12/10/19 16:50,,41,34,0.76,S,20,0,29.92,0,Fair
,16477.5,12/10/19 17:05,,,,,,,,,,
,16478,12/10/19 17:20,,41,34,0.76,S,21,0,29.89,0,Fair / Windy
,16478.5,12/10/19 17:35,,,,,,,,,,
,16479,12/10/19 17:50,,41,34,0.76,S,17,30,29.89,0,Fair
,16479.5,12/10/19 18:05,,,,,,,,,,
,16480,12/10/19 18:20,,43,34,0.7,S,21,32,29.86,0,Fair / Windy
,16480.5,12/10/19 18:35,,,,,,,,,,
,16481,12/10/19 18:50,,43,34,0.7,S,22,0,29.86,0,Fair / Windy
,16481.5,12/10/19 19:05,,,,,,,,,,
,16482,12/10/19 19:20,,43,34,0.7,S,24,37,29.83,0,Fair / Windy
,16482.5,12/10/19 19:35,,,,,,,,,,
,16483,12/10/19 19:50,,43,34,0.7,S,22,0,29.81,0,Fair / Windy
,16483.5,12/10/19 20:05,,,,,,,,,,
,16484,12/10/19 20:20,,43,34,0.7,S,22,0,29.81,0,Fair / Windy
,16484.5,12/10/19 20:35,,,,,,,,,,
,16485,12/10/19 20:50,,43,34,0.7,SSW,18,0,29.81,0,Mostly Cloudy
,16485.5,12/10/19 21:05,,,,,,,,,,
,16486,12/10/19 21:20,,43,34,0.7,SSW,20,0,29.81,0,Mostly Cloudy
,16486.5,12/10/19 21:35,,,,,,,,,,
,16487,12/10/19 21:50,,43,36,0.76,S,22,0,29.78,0,Mostly Cloudy / Windy
,16487.5,12/10/19 22:05,,,,,,,,,,
,16488,12/10/19 22:20,,45,36,0.71,SSW,21,0,29.75,0,Mostly Cloudy / Windy
,16488.5,12/10/19 22:35,,,,,,,,,,
,16489,12/10/19 22:50,,45,36,0.71,S,23,0,29.75,0,Mostly Cloudy / Windy
,16489.5,12/10/19 23:05,,,,,,,,,,
,16490,12/10/19 23:20,,45,37,0.76,SSW,21,0,29.75,0,Mostly Cloudy / Windy
,16490.5,12/10/19 23:35,,,,,,,,,,
,16491,12/10/19 23:50,,45,37,0.76,SSW,23,0,29.75,0,Mostly Cloudy / Windy
,16491.5,12/11/19 0:05,,,,,,,,,,
,16492,12/11/19 0:20,,45,37,0.76,SSW,23,37,29.72,0,Mostly Cloudy / Windy
,16492.5,12/11/19 0:35,,,,,,,,,,
,16493,12/11/19 0:50,,45,37,0.76,SSW,22,0,29.72,0,Mostly Cloudy / Windy
,16493.5,12/11/19 1:05,,,,,,,,,,
,16494,12/11/19 1:20,,45,37,0.76,SSW,18,0,29.72,0,Light Rain
,16494.5,12/11/19 1:35,,,,,,,,,,
,16495,12/11/19 1:50,,43,39,0.87,SSW,18,0,29.72,0,Mostly Cloudy
,16495.5,12/11/19 2:05,,,,,,,,,,
,16496,12/11/19 2:20,,45,39,0.81,SSW,17,0,29.72,0,Mostly Cloudy
,16496.5,12/11/19 2:35,,,,,,,,,,
,16497,12/11/19 2:50,,43,39,0.87,SSW,17,0,29.69,0,Mostly Cloudy
,16497.5,12/11/19 3:05,,,,,,,,,,
,16498,12/11/19 3:20,,43,39,0.87,SSW,16,0,29.69,0,Mostly Cloudy
,16498.5,12/11/19 3:35,,,,,,,,,,
,16499,12/11/19 3:50,,43,39,0.87,SSW,18,0,29.69,0,Light Rain
,16499.5,12/11/19 4:05,,,,,,,,,,
,16500,12/11/19 4:20,,43,41,0.93,SSW,15,0,29.69,0,Light Rain
,16500.5,12/11/19 4:35,,,,,,,,,,
,16501,12/11/19 4:50,,43,41,0.93,SSW,17,0,29.69,0,Light Rain
,16501.5,12/11/19 5:05,,,,,,,,,,
,16502,12/11/19 5:20,,43,41,0.93,SSW,15,0,29.69,0,Light Rain
,16502.5,12/11/19 5:35,,,,,,,,,,
,16503,12/11/19 5:50,,43,39,0.87,SSW,13,0,29.69,0,Light Rain
,16503.5,12/11/19 6:05,,,,,,,,,,
,16504,12/11/19 6:20,,43,39,0.87,SSW,14,0,29.66,0,Light Rain
,16504.5,12/11/19 6:35,,,,,,,,,,
,16505,12/11/19 6:50,,43,39,0.87,S,13,0,29.66,0,Light Rain
,16505.5,12/11/19 7:05,,,,,,,,,,
,16506,12/11/19 7:20,,41,39,0.93,SSW,10,0,29.66,0,Light Rain
,16506.5,12/11/19 7:35,,,,,,,,,,
,16507,12/11/19 7:50,,41,39,0.93,S,12,0,29.66,0,Light Rain
,16507.5,12/11/19 8:05,,,,,,,,,,
,16508,12/11/19 8:20,,41,39,0.93,SSW,12,0,29.66,0,Light Rain
,16508.5,12/11/19 8:35,,,,,,,,,,
,16509,12/11/19 8:50,,41,39,0.93,S,12,0,29.66,0,Light Rain
,16509.5,12/11/19 9:05,,,,,,,,,,
,16510,12/11/19 9:20,,41,39,0.93,S,10,0,29.66,0,Fair
,16510.5,12/11/19 9:35,,,,,,,,,,
,16511,12/11/19 9:50,,41,39,0.93,SSW,10,0,29.66,0,Fair
,16511.5,12/11/19 10:05,,,,,,,,,,
